frame,seconds,card_rows,paper_pixels,card_area,paper_fraction,suspect
97,3.421367,1190,1968,1056720,0.0018623665682489213,False
98,3.437944,1201,1972,1066488,0.0018490597175026817,False
99,3.454889,1202,1962,1067376,0.0018381526285020462,False
100,3.470789,1202,1994,1067376,0.0018681326917599796,False
101,3.488656,1202,1988,1067376,0.001862511429899117,False
102,3.503967,1202,2009,1067376,0.0018821858464121359,False
103,3.521378,1202,2019,1067376,0.0018915546161802402,False
104,3.537389,1202,2047,1067376,0.0019177871715309318,False
105,3.554389,1202,2042,1067376,0.0019131027866468799,False
106,3.571167,1201,1944,1066488,0.0018228053198910818,False
107,3.587756,1202,1903,1067376,0.0017828768868702312,False
108,3.604389,1202,1891,1067376,0.0017716343631485063,False
109,3.6211,1201,1829,1066488,0.0017149747582720105,False
110,3.637856,1201,1805,1066488,0.0016924709888906393,False
111,3.654867,1202,1702,1067376,0.0015945646145313368,False
112,3.671278,1202,1677,1067376,0.0015711426901110761,False
113,3.687878,1202,1679,1067376,0.001573016444064697,False
114,3.704289,1202,1677,1067376,0.0015711426901110761,False
115,3.721533,1201,1666,1066488,0.0015621366578901965,False
116,3.737711,1202,1729,1067376,0.001619860292905218,False
117,3.754033,1201,1706,1066488,0.0015996429401924823,False
118,3.770556,1203,1696,1068264,0.001587622535253458,False
119,3.787333,1203,1680,1068264,0.0015726449641661612,False
120,3.804189,1202,1698,1067376,0.001590817106624095,False
121,3.820722,1202,1706,1067376,0.0015983121224385783,False
122,3.837678,1202,1690,1067376,0.0015833220908096116,False
123,3.855011,1202,1708,1067376,0.001600185876392199,False
124,3.870889,1202,1735,1067376,0.0016254815547660805,False
125,3.888067,1203,1663,1068264,0.0015567312948859084,False
126,3.904467,1201,1554,1066488,0.0014571190674437969,False
127,3.921078,1202,1510,1067376,0.0014146842349837358,False
128,3.9375,1202,1485,1067376,0.0013912623105634752,False
129,3.955033,1201,1478,1066488,0.0013858571310694542,False
130,3.971289,1202,1504,1067376,0.0014090629731228733,False
131,3.987911,1200,1330,1065600,0.001248123123123123,False
132,4.004144,1200,1295,1065600,0.0012152777777777778,False
133,4.020756,1200,1303,1065600,0.0012227852852852853,False
134,4.037222,1200,1293,1065600,0.0012134009009009009,False
135,4.053856,1200,1289,1065600,0.0012096471471471472,False
136,4.070556,1200,1278,1065600,0.0011993243243243242,False
137,4.087222,1202,1277,1067376,0.0011963918993869076,False
138,4.103978,1202,1279,1067376,0.0011982656533405286,False
139,4.120878,1201,1275,1066488,0.0011955127483853545,False
140,4.137878,1201,1221,1066488,0.001144879267277269,False
141,4.154811,1200,1133,1065600,0.0010632507507507508,False
