frame,seconds,phase,missing_marker_fraction,missing_card_fraction,failing
372,8.270722,186,0.0,0.0,False
373,8.287056,176,0.0,0.0,False
374,8.3037,164,0.0,0.0,False
375,8.3208,152,0.0,0.0,False
376,8.337367,140,0.0,0.0,False
377,8.353767,130,0.0,0.0,False
378,8.370722,120,0.0,0.0,False
379,8.387044,108,0.0,0.0,False
380,8.403711,98,0.0,0.0,False
381,8.420778,86,0.0,0.0,False
382,8.437144,74,0.0,0.0,False
383,8.453822,64,0.0,0.0,False
384,8.470722,54,0.0,0.0,False
385,8.487267,44,0.0,0.0,False
386,8.5041,32,0.0,0.0,False
387,8.520589,20,0.0,0.0,False
388,8.537311,8,0.0,0.0,False
389,8.553867,0,0.0,0.0,False
390,8.570778,292,0.0,0.0,False
391,8.587578,282,0.0,0.0,False
392,8.603933,270,0.0,0.0,False
393,8.620756,258,0.0,0.0,False
394,8.637411,248,0.0,0.0,False
395,8.654244,236,0.0,0.0,False
396,8.670733,226,0.0,0.0,False
397,8.687811,214,0.0,0.0,False
398,8.704256,202,0.0,0.0,False
399,8.720633,192,0.0,0.0,False
400,8.737344,180,0.0,0.0,False
401,8.754511,168,0.0,0.0,False
402,8.770633,158,0.0,0.0,False
403,8.787389,148,0.0,0.0,False
404,8.804244,136,0.0,0.0,False
405,8.820778,126,0.0,0.0,False
406,8.837567,114,0.0,0.0,False
407,8.854378,104,0.0,0.0,False
408,8.870744,94,0.0,0.0,False
409,8.887511,82,0.0,0.0,False
410,8.904233,72,0.0,0.0,False
411,8.920889,62,0.0,0.0,False
412,8.937422,48,0.0,0.0,False
413,8.954411,36,0.0,0.0,False
414,8.971111,26,0.0,0.0,False
415,8.987678,14,0.0,0.0,False
416,9.004078,4,0.0,0.0,False
417,9.021067,298,0.0,0.0,False
418,9.037478,298,0.0,0.0,False
419,9.054067,298,0.0,0.0,False
420,9.071556,298,0.0,0.0,False
421,9.171556,298,0.0,0.0,False
422,9.188533,298,0.0,0.0,False
423,9.288533,298,0.0,0.0,False
424,9.377611,288,0.0,0.0,False
425,9.388422,288,0.0,0.0,False
426,9.404756,278,0.0,0.0,False
427,9.421589,278,0.0,0.0,False
428,9.438611,278,0.0,0.0,False
